"scenario","iso","model","variable","unit","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030","X2031","X2032","X2033","X2034","X2035","X2036","X2037","X2038","X2039","X2040","X2041","X2042","X2043","X2044","X2045","X2046","X2047","X2048","X2049","X2050","X2051","X2052","X2053","X2054","X2055","X2056","X2057","X2058","X2059","X2060","X2061","X2062","X2063","X2064","X2065","X2066","X2067","X2068","X2069","X2070","X2071","X2072","X2073","X2074","X2075","X2076","X2077","X2078","X2079","X2080","X2081","X2082","X2083","X2084","X2085","X2086","X2087","X2088","X2089","X2090","X2091","X2092","X2093","X2094","X2095","X2096","X2097","X2098","X2099","X2100"
"SSP1","abw","OECD Env-Growth","GDP|PPP","billion US$2005/yr",0.151,0.1618,0.1726,0.1834,2.2299465879721,0.205,0.2172,0.2294,0.2416,0.2538,0.266,0.2842,0.3024,0.3206,0.3388,0.357,0.384,0.411,0.438,0.465,0.492,0.5294,0.5668,0.6042,0.6416,0.679,0.7284,0.7778,0.8272,0.8766,0.926,0.9882,1.0504,1.1126,1.1748,1.237,1.313,1.389,1.465,1.541,1.617,1.707,1.797,1.887,1.977,2.067,2.1708,2.2746,2.3784,2.4822,2.586,2.7018,2.8176,2.9334,3.0492,3.165,3.2914,3.4178,3.5442,3.6706,3.797,3.9316,4.0662,4.2008,4.3354,4.47,4.6102,4.7504,4.8906,5.0308,5.171,5.3052,5.4394,5.5736,5.7078,5.842,5.9674,6.0928,6.2182,6.3436,6.469,6.582,6.695,6.808,6.921,7.034,7.1282,7.2224,7.3166,7.4108,7.505
"SSP1","afg","OECD Env-Growth","GDP|PPP","billion US$2005/yr",37.237,39.3182,41.3994,43.4806,13.6272135439829,47.643,49.945,52.247,54.549,56.851,59.153,63.0236,66.8942,70.7648,74.6354,78.506,84.7182,90.9304,97.1426,103.3548,109.567,119.1036,128.6402,138.1768,147.7134,157.25,171.201,185.152,199.103,213.054,227.005,246.5722,266.1394,285.7066,305.2738,324.841,351.2076,377.5742,403.9408,430.3074,456.674,490.8048,524.9356,559.0664,593.1972,627.328,669.7386,712.1492,754.5598,796.9704,839.381,890.3336,941.2862,992.2388,1043.1914,1094.144,1153.2306,1212.3172,1271.4038,1330.4904,1389.577,1456.0626,1522.5482,1589.0338,1655.5194,1722.005,1794.8428,1867.6806,1940.5184,2013.3562,2086.194,2163.7926,2241.3912,2318.9898,2396.5884,2474.187,2555.0914,2635.9958,2716.9002,2797.8046,2878.709,2961.608,3044.507,3127.406,3210.305,3293.204,3376.1548,3459.1056,3542.0564,3625.0072,3707.958
"SSP1","ago","OECD Env-Growth","GDP|PPP","billion US$2005/yr",98.686,104.4078,110.1296,115.8514,66.1942262536882,127.295,136.2328,145.1706,154.1084,163.0462,171.984,178.2598,184.5356,190.8114,197.0872,203.363,209.1544,214.9458,220.7372,226.5286,232.32,238.1498,243.9796,249.8094,255.6392,261.469,269.9956,278.5222,287.0488,295.5754,304.102,317.281,330.46,343.639,356.818,369.997,388.9964,407.9958,426.9952,445.9946,464.994,490.2814,515.5688,540.8562,566.1436,591.431,623.3168,655.2026,687.0884,718.9742,750.86,789.0978,827.3356,865.5734,903.8112,942.049,985.696,1029.343,1072.99,1116.637,1160.284,1208.2504,1256.2168,1304.1832,1352.1496,1400.116,1451.102,1502.088,1553.074,1604.06,1655.046,1707.5626,1760.0792,1812.5958,1865.1124,1917.629,1970.4678,2023.3066,2076.1454,2128.9842,2181.823,2233.6912,2285.5594,2337.4276,2389.2958,2441.164,2490.4984,2539.8328,2589.1672,2638.5016,2687.836
"SSP1","alb","OECD Env-Growth","GDP|PPP","billion US$2005/yr",24.545,25.0198,25.4946,25.9694,11.2381475790642,26.919,27.6256,28.3322,29.0388,29.7454,30.452,31.3868,32.3216,33.2564,34.1912,35.126,36.3082,37.4904,38.6726,39.8548,41.037,42.4364,43.8358,45.2352,46.6346,48.034,49.5488,51.0636,52.5784,54.0932,55.608,57.1442,58.6804,60.2166,61.7528,63.289,64.708,66.127,67.546,68.965,70.384,71.695,73.006,74.317,75.628,76.939,78.1572,79.3754,80.5936,81.8118,83.03,84.0902,85.1504,86.2106,87.2708,88.331,89.1594,89.9878,90.8162,91.6446,92.473,93.1158,93.7586,94.4014,95.0442,95.687,96.1504,96.6138,97.0772,97.5406,98.004,98.2338,98.4636,98.6934,98.9232,99.153,99.1778,99.2026,99.2274,99.2522,99.277,99.1408,99.0046,98.8684,98.7322,98.596,98.278,97.96,97.642,97.324,97.006
"SSP1","are","OECD Env-Growth","GDP|PPP","billion US$2005/yr",318.142,342.4936,366.8452,391.1968,249.578343052729,439.9,459.1924,478.4848,497.7772,517.0696,536.362,559.5574,582.7528,605.9482,629.1436,652.339,679.4264,706.5138,733.6012,760.6886,787.776,815.657,843.538,871.419,899.3,927.181,954.0022,980.8234,1007.6446,1034.4658,1061.287,1084.3972,1107.5074,1130.6176,1153.7278,1176.838,1194.8054,1212.7728,1230.7402,1248.7076,1266.675,1282.1238,1297.5726,1313.0214,1328.4702,1343.919,1359.4812,1375.0434,1390.6056,1406.1678,1421.73,1434.8556,1447.9812,1461.1068,1474.2324,1487.358,1497.0208,1506.6836,1516.3464,1526.0092,1535.672,1540.6594,1545.6468,1550.6342,1555.6216,1560.609,1562.468,1564.327,1566.186,1568.045,1569.904,1568.972,1568.04,1567.108,1566.176,1565.244,1562.339,1559.434,1556.529,1553.624,1550.719,1545.7974,1540.8758,1535.9542,1531.0326,1526.111,1518.1388,1510.1666,1502.1944,1494.2222,1486.25
"SSP1","arg","OECD Env-Growth","GDP|PPP","billion US$2005/yr",580.427,607.5378,634.6486,661.7594,332.48248712323,715.981,745.0664,774.1518,803.2372,832.3226,861.408,896.0778,930.7476,965.4174,1000.0872,1034.757,1074.7968,1114.8366,1154.8764,1194.9162,1234.956,1279.9956,1325.0352,1370.0748,1415.1144,1460.154,1506.0466,1551.9392,1597.8318,1643.7244,1689.617,1733.3184,1777.0198,1820.7212,1864.4226,1908.124,1948.9332,1989.7424,2030.5516,2071.3608,2112.17,2150.2072,2188.2444,2226.2816,2264.3188,2302.356,2337.6034,2372.8508,2408.0982,2443.3456,2478.593,2510.6766,2542.7602,2574.8438,2606.9274,2639.011,2666.884,2694.757,2722.63,2750.503,2778.376,2800.7124,2823.0488,2845.3852,2867.7216,2890.058,2908.8066,2927.5552,2946.3038,2965.0524,2983.801,2998.5304,3013.2598,3027.9892,3042.7186,3057.448,3068.17,3078.892,3089.614,3100.336,3111.058,3117.8452,3124.6324,3131.4196,3138.2068,3144.994,3147.1966,3149.3992,3151.6018,3153.8044,3156.007
"SSP1","arm","OECD Env-Growth","GDP|PPP","billion US$2005/yr",15.153,15.7522,16.3514,16.9506,7.1076790875429,18.149,18.823,19.497,20.171,20.845,21.519,22.3912,23.2634,24.1356,25.0078,25.88,27.0226,28.1652,29.3078,30.4504,31.593,32.9624,34.3318,35.7012,37.0706,38.44,39.8374,41.2348,42.6322,44.0296,45.427,46.698,47.969,49.24,50.511,51.782,52.8282,53.8744,54.9206,55.9668,57.013,57.854,58.695,59.536,60.377,61.218,61.9766,62.7352,63.4938,64.2524,65.011,65.7656,66.5202,67.2748,68.0294,68.784,69.3402,69.8964,70.4526,71.0088,71.565,71.8976,72.2302,72.5628,72.8954,73.228,73.4746,73.7212,73.9678,74.2144,74.461,74.641,74.821,75.001,75.181,75.361,75.5086,75.6562,75.8038,75.9514,76.099,76.1748,76.2506,76.3264,76.4022,76.478,76.4616,76.4452,76.4288,76.4124,76.396
"SSP1","asm","OECD Env-Growth","GDP|PPP","billion US$2005/yr",0.459411156443848,0.458249723673299,0.458966154196348,0.461020891781103,0.463532455304936,0.465792725092628,0.47512640100096,0.484252441212258,0.493237513639315,0.502252345411969,0.511433300813437,0.527698091678011,0.544014787644386,0.560375863276294,0.576761212053037,0.59312639854969,0.618168559942807,0.643187667823091,0.668195667816587,0.693206124527983,0.718184062617183,0.751486700971666,0.78475813129753,0.817919200932373,0.850806567825971,0.883250833072857,0.922147037835634,0.96056508917912,0.998448326916043,1.03590091575218,1.07293965187613,1.11583434301924,1.15835208201114,1.20045654183335,1.24215439800795,1.28343607903076,1.32878498384342,1.3737882916362,1.41851464058408,1.46302034070119,1.50731877509062,1.5550825096117,1.6027837165381,1.65041682319627,1.6977953157425,1.74495890643376,1.7945351173277,1.84393210380533,1.89306136775393,1.94193123695552,1.99044548611344,2.04060810713951,2.09038867799647,2.13994586077205,2.18913647896497,2.23801104786392,2.28680500845677,2.3353383021434,2.38354030402775,2.4314731409897,2.47901896903689,2.52343223956944,2.56759767481783,2.61139184159947,2.6548882991137,2.69790462835135,2.73913351917699,2.78007307108464,2.82053051560503,2.86058631899562,2.90009384021699,2.93694843276232,2.9732616574153,3.00912282025184,3.0445022030732,3.07936902812162,3.1119411873025,3.14406325705512,3.17584426843404,3.20712016091047,3.23821966199507,3.2666074283641,3.29482793267343,3.32286838049993,3.35094908097649,3.37899028726207,3.40241175170134,3.42600850201061,3.44978738212964,3.47401199425072,3.49879149431306
"SSP1","atg","OECD Env-Growth","GDP|PPP","billion US$2005/yr",0.720321615681684,0.730270258898848,0.740211425355615,0.75015306764534,1.07630644291799,0.770070157955903,0.79245840394279,0.814953360852045,0.837535876810945,0.860203634967489,0.882926904423263,0.917757131423709,0.952750914578157,0.98789841567376,1.023149058278,1.05844825521891,1.10940970808931,1.16058741067427,1.21193052716359,1.26340958740487,1.31493282833901,1.38176249444933,1.44879157688715,1.51593186619236,1.58317728643247,1.65045244330895,1.73084305731775,1.81137352466423,1.89201762789553,1.97271891526536,2.05342117060885,2.14613434615547,2.23903262532451,2.33203442962708,2.42514116927692,2.51825192447324,2.62022857939206,2.72245842807872,2.82488467623942,2.92755270144339,3.03038869915082,3.1407255616043,3.25147041159168,3.3626366134793,3.47427461277107,3.58632129166921,3.70439679335593,3.82318351198228,3.94265766926986,4.06297042418645,4.18407642080208,4.31021935835741,4.43748304400343,4.56590639743558,4.69557303900407,4.82649251155894,4.95924230603509,5.09355167843772,5.22939731293906,5.36661383083446,5.50525339234443,5.63905424197173,5.77438925105349,5.91112061903973,6.04920034879914,6.18846992906357,6.32573077304146,6.4643280200869,6.60420347503071,6.74540946201181,6.88800314408078,7.02669128830229,7.16681482385414,7.30844344631737,7.45158822410294,7.59645670844572,7.73858708147518,7.88273229924123,8.02893432522632,8.17737832647146,8.3284068953145,8.47578035114899,8.62614512197003,8.77944847282463,8.93594211962172,9.09557687348567,9.24604807139188,9.39996307650203,9.55753614593803,9.71908015091019,9.88475427796531
"SSP1","aus","OECD Env-Growth","GDP|PPP","billion US$2005/yr",795.588,824.7984,854.0088,883.2192,975.012126830121,941.64,976.1126,1010.5852,1045.0578,1079.5304,1114.003,1149.987,1185.971,1221.955,1257.939,1293.923,1333.3124,1372.7018,1412.0912,1451.4806,1490.87,1534.7808,1578.6916,1622.6024,1666.5132,1710.424,1757.6172,1804.8104,1852.0036,1899.1968,1946.39,1996.4796,2046.5692,2096.6588,2146.7484,2196.838,2246.3256,2295.8132,2345.3008,2394.7884,2444.276,2494.2458,2544.2156,2594.1854,2644.1552,2694.125,2747.7932,2801.4614,2855.1296,2908.7978,2962.466,3018.4238,3074.3816,3130.3394,3186.2972,3242.255,3298.5404,3354.8258,3411.1112,3467.3966,3523.682,3577.5926,3631.5032,3685.4138,3739.3244,3793.235,3844.335,3895.435,3946.535,3997.635,4048.735,4095.6896,4142.6442,4189.5988,4236.5534,4283.508,4327.0164,4370.5248,4414.0332,4457.5416,4501.05,4542.1154,4583.1808,4624.2462,4665.3116,4706.377,4744.7834,4783.1898,4821.5962,4860.0026,4898.409
